Frame	DateTime	TrackID	StartFrame	EndFrame	Class	x	y	w	h
BJOR-16_173_009961.JPG	2020:6:21:4:0:38	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009962.JPG	2020:6:21:5:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009963.JPG	2020:6:21:6:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009965.JPG	2020:6:21:8:0:38	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009966.JPG	2020:6:21:9:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009967.JPG	2020:6:21:10:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009969.JPG	2020:6:21:12:0:38	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009970.JPG	2020:6:21:13:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009971.JPG	2020:6:21:14:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009972.JPG	2020:6:21:15:0:45	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009974.JPG	2020:6:21:17:0:46	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009976.JPG	2020:6:21:19:0:52	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009977.JPG	2020:6:21:20:0:59	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009979.JPG	2020:6:21:22:0:0	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_173_009980.JPG	2020:6:21:23:0:59	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010005.JPG	2020:6:23:0:0:27	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010006.JPG	2020:6:23:1:0:28	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010008.JPG	2020:6:23:3:0:27	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010010.JPG	2020:6:23:5:0:28	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010012.JPG	2020:6:23:7:0:41	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010014.JPG	2020:6:23:9:0:42	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010016.JPG	2020:6:23:11:0:41	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010017.JPG	2020:6:23:12:0:48	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010018.JPG	2020:6:23:13:0:56	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010020.JPG	2020:6:23:15:0:47	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010021.JPG	2020:6:23:16:0:54	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010022.JPG	2020:6:23:17:0:55	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010024.JPG	2020:6:23:19:0:54	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010025.JPG	2020:6:23:20:0:54	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010027.JPG	2020:6:23:22:0:1	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_175_010028.JPG	2020:6:23:23:0:1	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010053.JPG	2020:6:25:0:0:44	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010055.JPG	2020:6:25:2:0:43	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010056.JPG	2020:6:25:3:0:43	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010057.JPG	2020:6:25:4:0:44	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010059.JPG	2020:6:25:6:0:43	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010060.JPG	2020:6:25:7:0:50	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010061.JPG	2020:6:25:8:0:51	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010062.JPG	2020:6:25:9:0:57	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010064.JPG	2020:6:25:11:0:11	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010065.JPG	2020:6:25:12:0:19	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010066.JPG	2020:6:25:13:0:25	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010067.JPG	2020:6:25:14:0:25	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010069.JPG	2020:6:25:16:0:26	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010071.JPG	2020:6:25:18:0:25	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010073.JPG	2020:6:25:20:0:33	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010074.JPG	2020:6:25:21:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_177_010076.JPG	2020:6:25:23:0:39	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010101.JPG	2020:6:27:0:0:42	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010103.JPG	2020:6:27:2:0:42	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010104.JPG	2020:6:27:3:0:43	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010106.JPG	2020:6:27:5:0:42	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010107.JPG	2020:6:27:6:0:42	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010109.JPG	2020:6:27:8:0:17	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010110.JPG	2020:6:27:9:0:24	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010111.JPG	2020:6:27:10:0:24	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010112.JPG	2020:6:27:11:0:25	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010114.JPG	2020:6:27:13:0:24	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010115.JPG	2020:6:27:14:0:24	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010116.JPG	2020:6:27:15:0:25	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010117.JPG	2020:6:27:16:0:31	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010118.JPG	2020:6:27:17:0:38	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010119.JPG	2020:6:27:18:0:45	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010120.JPG	2020:6:27:19:0:53	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010121.JPG	2020:6:27:20:0:59	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_179_010123.JPG	2020:6:27:22:0:59	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010149.JPG	2020:6:29:0:0:30	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010150.JPG	2020:6:29:1:0:37	2	9	10	Bud	1.1524626222130847	0.5248200355217472	0.018253809082889795	0.01831051832054096
BJOR-16_181_010151.JPG	2020:6:29:2:0:38	2	9	11	Bud	1.1530369552434032	0.5240948331379668	0.017996228626592236	0.01804323315423066
BJOR-16_181_010151.JPG	2020:6:29:2:0:38	3	10	11	Bud	1.2015233411287007	0.7091082442434211	0.02102088992761503	0.020492878517909374
BJOR-16_181_010151.JPG	2020:6:29:2:0:38	5	10	11	Bud	1.2020953404833699	0.7092262027138158	0.021261931383828706	0.019582091214364095
BJOR-16_181_010152.JPG	2020:6:29:3:0:44	6	11	12	Bud	1.1406336734169407	0.8573614073636239	0.01905241536962899	0.018960282175164413
BJOR-16_181_010152.JPG	2020:6:29:3:0:44	10	11	12	Bud	1.1658584469800806	0.8287808173999451	0.018178860811216755	0.016724061129386004
BJOR-16_181_010152.JPG	2020:6:29:3:0:44	15	11	12	Bud	1.1229613472564874	0.7961383235105994	0.017971888369468274	0.01444802802905698
BJOR-16_181_010154.JPG	2020:6:29:5:0:44	10	11	13	Bud	1.1662318448921671	0.8295967235871589	0.017298082351304457	0.015928264324249604
BJOR-16_181_010155.JPG	2020:6:29:6:0:45	10	11	14	Bud	1.1661919704034385	0.8294807722842402	0.01738251606728655	0.01600795671890881
BJOR-16_181_010155.JPG	2020:6:29:6:0:45	3	10	14	Bud	1.2023085008860834	0.7094631766258838	0.019490211201879173	0.01899940067792596
BJOR-16_181_010155.JPG	2020:6:29:6:0:45	5	10	14	Bud	1.2025412766229866	0.7094849402242209	0.02067523906069183	0.019050978114934645
BJOR-16_181_010157.JPG	2020:6:29:8:0:51	10	11	14	Bud	1.1661919704034385	0.8294807722842402	0.01738251606728655	0.01600795671890881
BJOR-16_181_010157.JPG	2020:6:29:8:0:51	24	14	15	Bud	1.123581450166758	0.7972464506807383	0.019837289077055714	0.01626566212079681
BJOR-16_181_010157.JPG	2020:6:29:8:0:51	3	10	15	Bud	1.2027373201669302	0.7096254241620811	0.020017345566576153	0.019506312046592537
BJOR-16_181_010157.JPG	2020:6:29:8:0:51	5	10	15	Bud	1.2028407010852324	0.7095732903925713	0.020677889686916962	0.01905394782509159
BJOR-16_181_010158.JPG	2020:6:29:9:0:51	10	11	16	Bud	1.1663575916903635	0.8294688165825758	0.017431639173458503	0.016052006520902738
BJOR-16_181_010158.JPG	2020:6:29:9:0:51	24	14	16	Bud	1.1233416849001852	0.7968095050487918	0.019526004540203798	0.016016019923708068
BJOR-16_181_010159.JPG	2020:6:29:10:0:52	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010160.JPG	2020:6:29:11:0:58	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010162.JPG	2020:6:29:13:0:58	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010163.JPG	2020:6:29:14:0:59	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010165.JPG	2020:6:29:16:0:5	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010166.JPG	2020:6:29:17:0:12	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010167.JPG	2020:6:29:18:0:13	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010169.JPG	2020:6:29:20:0:12	NA	NA	NA	NA	NA	NA	NA	NA
BJOR-16_181_010171.JPG	2020:6:29:22:0:13	3	10	18	Bud	1.202321744900396	0.7097798488120196	0.019521868658716583	0.019026886552644097
BJOR-16_181_010171.JPG	2020:6:29:22:0:13	10	11	18	Bud	1.166212919149368	0.8292331785462024	0.017493095398726264	0.01610894747876831
BJOR-16_181_010171.JPG	2020:6:29:22:0:13	24	14	18	Bud	1.1232563860206501	0.7968471750033923	0.019059590126954053	0.015641706414884958
BJOR-16_181_010172.JPG	2020:6:29:23:0:19	28	18	19	Bud	1.1446863471137152	0.7931116436517727	0.018402768150759634	0.015638848912646285
BJOR-16_181_010172.JPG	2020:6:29:23:0:19	10	11	19	Bud	1.1662433658614284	0.8292754345577075	0.01757176158802947	0.016184585764832813
BJOR-16_181_010172.JPG	2020:6:29:23:0:19	24	14	19	Bud	1.1233010294220092	0.7967168363328847	0.01876405643714056	0.015395511068021808
BJOR-16_192_010337.JPG	2020:7:10:0:0:16	28	18	19	Bud	1.1446863471137152	0.7931116436517727	0.018402768150759634	0.015638848912646285
BJOR-16_192_010337.JPG	2020:7:10:0:0:16	10	11	19	Bud	1.1662433658614284	0.8292754345577075	0.01757176158802947	0.016184585764832813
BJOR-16_192_010337.JPG	2020:7:10:0:0:16	24	14	20	Flower	1.1222849758054003	0.7972169827494594	0.021490308045632282	0.017648986472029674
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	28	18	19	Bud	1.1446863471137152	0.7931116436517727	0.018402768150759634	0.015638848912646285
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	10	11	19	Bud	1.1662433658614284	0.8292754345577075	0.01757176158802947	0.016184585764832813
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	24	14	21	Flower	1.121513939922197	0.7979847448285737	0.022850128437170283	0.018776765426521513
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	33	20	21	Flower	0.9145904005619518	0.6068211248743605	0.030334111078940466	0.02644127204404243
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	35	20	21	Flower	0.9157306300826937	0.6075259381567526	0.028298459197561958	0.026430699755573838
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	36	20	21	Flower	1.218179221348456	0.6068929464775219	0.03305929332987463	0.030432571500365536
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	37	20	21	Flower	1.0531321243375367	0.4238412814670139	0.024052084158584293	0.02260530884502924
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	38	20	21	Flower	1.138995229263752	0.8959733358461257	0.028694594893541932	0.025343281706871345
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	42	20	21	Flower	1.1633758277223822	0.863894471285636	0.026318063708104144	0.02530604669225145
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	44	20	21	Flower	1.0535768777724595	0.4237162236442343	0.025439771550966595	0.025231962148209063
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	45	20	21	Flower	0.9743222599141081	0.6257286384091739	0.02527789565973941	0.02407089501096491
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	46	20	21	Flower	1.0686287434895834	0.4632869144908169	0.027931643357977157	0.02775836074561403
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	48	20	21	Flower	1.1202219680875367	0.8314644225717288	0.024956453295467983	0.023466425667032144
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	50	20	21	Flower	0.9789498294584932	0.6487273277595029	0.026439354574684736	0.025340726082785037
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	54	20	21	Flower	0.9852688170315926	0.5075679596125731	0.0264813276458342	0.024321910121984636
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	55	20	21	Flower	1.116216798302723	0.7284756202028508	0.03209234551946397	0.027231416758040927
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	56	20	21	Bud	1.0411680879648666	0.49385671515213814	0.024015385141120036	0.027177491662097895
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	57	20	21	Flower	0.9940106379637244	0.7015585237915752	0.023969721624289186	0.02347109432108916
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	58	20	21	Flower	1.0584463590209245	0.6768310404102704	0.0299248585568492	0.024528365999634438
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	60	20	21	Flower	1.0441986092907645	0.5821046849300987	0.023427311868277446	0.02245811060855265
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	61	20	21	Flower	1.0096183411001463	0.6016246202256944	0.025798718378962398	0.026350568804824514
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	62	20	21	Flower	1.042890656677603	0.9146627432839912	0.026871897941764235	0.024852716100146187
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	63	20	21	Flower	1.1184431680601243	0.5866734126576205	0.028085755898280586	0.02588263260690791
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	64	20	21	Flower	1.040937250148483	0.6160650527686403	0.02441844923913443	0.024349043996710517
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	65	20	21	Flower	1.0973987039487962	0.9275682737116228	0.024754738754249928	0.023769445586622816
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	66	20	21	Flower	1.210256433319627	0.9400403617278874	0.027664104658583617	0.030532797651681244
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	68	20	21	Flower	0.9670885712919179	0.6905266156112939	0.02273737798427984	0.02248520879020468
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	69	20	21	Flower	1.0381370928134137	0.4945450810661093	0.02690623704439196	0.02719016270330773
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	70	20	21	Flower	0.9670315194827074	0.6916459789610746	0.02008225894254256	0.0210398677357456
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	71	20	21	Flower	1.0399888137906617	0.61616661027161	0.025262603010422022	0.025606318245157154
BJOR-16_192_010338.JPG	2020:7:10:1:0:30	72	20	21	Flower	1.0447095622235572	0.6048690813744975	0.02095054250971728	0.023636917203490437
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	28	18	19	Bud	1.1446863471137152	0.7931116436517727	0.018402768150759634	0.015638848912646285
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	10	11	19	Bud	1.1662433658614284	0.8292754345577075	0.01757176158802947	0.016184585764832813
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	24	14	22	Flower	1.1210615735491316	0.7986621861040404	0.02378512025274546	0.0195532142328609
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	33	20	22	Flower	0.9139594036570972	0.6076450168026257	0.030135092026361214	0.026280122314973762
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	35	20	22	Flower	0.9152935622892061	0.6082662827242222	0.0280758312264571	0.026211055606737897
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	36	20	22	Flower	1.217964975175158	0.6075196188561146	0.03319900032706226	0.030567908911249542
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	37	20	22	Flower	1.053185643554829	0.4246833728510019	0.024215434726732286	0.022751148469279482
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	38	20	22	Flower	1.1391267101757294	0.8970426259960753	0.028929421699011276	0.02555509443762282
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	42	20	22	Flower	1.1632692648047682	0.8646923369542088	0.027042912511735722	0.026001788447685442
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	44	20	22	Flower	1.0536459403446214	0.4244625061458579	0.025579912220008046	0.025365904524849898
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	45	20	22	Flower	0.9739942492520597	0.6263911057618785	0.025516979328907813	0.024290141598053677
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	46	20	22	Flower	1.0686022000428959	0.4643739867902832	0.02764788813128988	0.027478812532372998
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	48	20	22	Flower	1.120685193905581	0.8323055126998745	0.025828517915114143	0.024283847550206218
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	50	20	22	Flower	0.9790975296675867	0.6496761544913929	0.027042256806553228	0.025910131360341634
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	54	20	22	Flower	0.9849896464324491	0.5079471139103978	0.025858957477460663	0.02375964774399683
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	55	20	22	Flower	1.1161270530769387	0.7299096990834272	0.031550745020923296	0.026782562613910942
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	56	20	22	Flower	1.0411091186021	0.4948718540068723	0.024294053949166904	0.027504312375862174
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	57	20	22	Flower	0.9942368583275354	0.7020441325830464	0.024269854931992366	0.023750546758220137
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	58	20	22	Flower	1.0580440869193057	0.6773777649819931	0.030727781716739785	0.02520915048419698
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	60	20	22	Flower	1.0442271759765438	0.5829800133638379	0.02367118460700827	0.02268916100596931
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	61	20	22	Flower	1.0095386831964752	0.6026147470365115	0.026113495210312018	0.026664767035282866
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	62	20	22	Flower	1.043108990150485	0.915311465200874	0.026990748285061993	0.024979673870105447
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	63	20	22	Flower	1.1184942706249124	0.5876510358524344	0.028488398711375665	0.026258542750956976
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	64	20	22	Flower	1.0408831271662193	0.6168457015000537	0.024572506315164666	0.02453013066861355
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	65	20	22	Flower	1.0974014070090448	0.9282222515030283	0.02499650967597476	0.023998952149363494
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	68	20	21	Flower	0.9670885712919179	0.6905266156112939	0.02273737798427984	0.02248520879020468
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	69	20	22	Flower	1.0382593392678499	0.4952050465935077	0.026657649750492056	0.026946694755622818
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	70	20	22	Bud	0.9664477111297295	0.6922593575068362	0.021750460045943436	0.022790829428238405
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	71	20	22	Flower	1.0397856614948786	0.6170875705096314	0.025572038322075916	0.02591686754491657
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	72	20	22	Flower	1.0455200131190951	0.6051407020564584	0.02125205180951627	0.023936909268097818
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	82	21	22	Flower	1.0450630196911548	0.5842883229395103	0.026319622752947837	0.026454349986293903
BJOR-16_192_010340.JPG	2020:7:10:3:0:38	85	21	22	Flower	1.0453785768029287	0.5836327768069262	0.026411418443372157	0.023240017361111077
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	28	18	19	Bud	1.1446863471137152	0.7931116436517727	0.018402768150759634	0.015638848912646285
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	10	11	19	Bud	1.1662433658614284	0.8292754345577075	0.01757176158802947	0.016184585764832813
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	24	14	23	Flower	1.1206850327216198	0.7991863778500087	0.024436990390516743	0.020106789695932426
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	33	20	23	Flower	0.9138247351735052	0.6079553570287349	0.030024244236326998	0.026198854574976987
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	35	20	23	Flower	0.9153431799476545	0.6086659685798539	0.02790748659242851	0.026045319236424353
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	36	20	23	Flower	1.2179533909320293	0.6078278011494812	0.03293003830400066	0.03032081089936199
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	37	20	23	Flower	1.0532453949838458	0.42497949432966126	0.024769380194118822	0.02327332522902288
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	38	20	23	Flower	1.13938843508431	0.8979445808040621	0.028397456120707515	0.025093469186087423
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	42	20	23	Flower	1.1631598832994734	0.8649330919340454	0.026518162753470603	0.02548566980990974
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	44	20	23	Flower	1.0536445876583	0.4250370418580664	0.025793058585304174	0.025569819489658488
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	45	20	23	Flower	0.9740470602402749	0.6267192236677274	0.02540027711577346	0.02416539185930097
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	46	20	23	Flower	1.0684443957964609	0.46474638209945635	0.027768947388092262	0.027608227761207384
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	48	20	23	Flower	1.1208184835857864	0.8325637724793344	0.02563211072065034	0.024100579166856092
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	50	20	23	Flower	0.979050308967483	0.6499281184986814	0.02719637616304012	0.02604658195922331
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	54	20	23	Flower	0.9848293698748724	0.5081677375331829	0.025739735633840268	0.023664530624208417
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	55	20	23	Flower	1.1160839865771623	0.7303281545827558	0.0310173868390625	0.02632842552409191
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	56	20	23	Flower	1.0410542073427618	0.4952229102603981	0.024204228936505662	0.027409711399090972
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	57	20	23	Flower	0.9940503895206371	0.7025958307956516	0.02368817590858287	0.02317451224900102
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	58	20	23	Flower	1.0579266208507228	0.6777768331147869	0.0301660919824237	0.024744414184982085
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	60	20	23	Flower	1.0441882969241583	0.583334612235062	0.023549632513254176	0.02256664309623853
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	61	20	23	Flower	1.0097194135293195	0.6030219449983729	0.02590750581351497	0.026454945740429538
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	62	20	23	Flower	1.0431352262385294	0.9156654735825341	0.02715564419692601	0.02515697642130553
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	63	20	23	Flower	1.118407244231324	0.588123826985849	0.027816827764885046	0.025642433490019732
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	64	20	23	Flower	1.0407817259252108	0.6172035764879786	0.024297327493838162	0.024276164215421482
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	65	20	23	Flower	1.097173826049011	0.928632697270562	0.024659693306894537	0.02368291925663055
BJOR-16_192_010341.JPG	2020:7:10:4:0:44	68	20	21	Flower	0.9670885712919179	0.6905266156112939	0.02273737798427984	0.02248520879020468
